,date,CPI,Mortgage_rate,Unemp_rate,NASDAQ,disposable_income,Personal_consumption_expenditure,personal_savings,Date,State,Dead,Injured,Total,Description
37,1983-12,101.4,13.42,8.3,278.6557142857143,5509.4,2393.6,10.1,2018-03,New York,0,5,5,Five people were wounded in a shooting outside of a nightclub. The suspect was taken into custody by police.
37,1983-12,101.4,13.42,8.3,278.6557142857143,5509.4,2393.6,10.1,2020-11,Nevada,1,4,5,"One person was killed and four injured in a shooting outside a 7-Eleven store. The possible suspects were arrested on other charges in nearby Parker, Arizona."
37,1983-12,101.4,13.42,8.3,278.6557142857143,5509.4,2393.6,10.1,2021-03,Tennessee,2,2,4,Two teenagers were killed and a teenager and an infant were wounded in a drive-by shooting at a gas station.
37,1983-12,101.4,13.42,8.3,278.6557142857143,5509.4,2393.6,10.1,2022-05,Ohio,0,5,5,Five people were shot during a memorial service in the Collinwood neighborhood.
38,1984-01,102.1,13.3675,8.0,282.0042857142857,5535.1,2419.4,10.0,2019-11,New York,0,5,5,Five people were wounded including two children aged 10 and 15.
38,1984-01,102.1,13.3675,8.0,282.0042857142857,5535.1,2419.4,10.0,2018-02,California,0,4,4,Four people were injured in a shooting in North Long Beach. Police suspect the incident was gang-related.
38,1984-01,102.1,13.3675,8.0,282.0042857142857,5535.1,2419.4,10.0,2020-11,New Jersey,0,4,4,Four people were wounded in an evening shooting in the Stuyvesant area.
38,1984-01,102.1,13.3675,8.0,282.0042857142857,5535.1,2419.4,10.0,2021-02,North Carolina,3,3,6,Responding officers found two adults and a child killed and three adults wounded.
38,1984-01,102.1,13.3675,8.0,282.0042857142857,5535.1,2419.4,10.0,2022-05,South Carolina,0,5,5,Five people were injured in an early morning shooting at a nightclub. Several others were injured by broken glass during the chaos of the shooting.
39,1984-02,102.6,13.2325,7.8,254.3865,5568.2,2403.5,11.7,2019-11,Florida,2,2,4,Two men were killed and two others wounded in a drive-by shooting. One suspect was arrested after the car crashed into a parked police car.
39,1984-02,102.6,13.2325,7.8,254.3865,5568.2,2403.5,11.7,2018-02,Florida,3,5,8,"2018 Tallahassee shooting: A gunman killed two women and injured five others; four by gunfire, one by being pistol-whipped, at a yoga studio before killing himself in a murder–suicide."
39,1984-02,102.6,13.2325,7.8,254.3865,5568.2,2403.5,11.7,2020-11,New York,1,6,7,A woman was killed and six others were injured at a party in the Bedford–Stuyvesant neighborhood of Brooklyn.
39,1984-02,102.6,13.2325,7.8,254.3865,5568.2,2403.5,11.7,2021-11,Michigan,4,7,11,"Oxford High School shooting: A 15-year-old student opened fire at Oxford High School initially killing three students and wounding seven others and a teacher, before being arrested. One of the wounded died a day later. The suspect was charged with four counts of murder and seven counts of attempted murder while his parents, who bought him the gun used in the shooting as an early Christmas present, were charged with four counts of involuntary manslaughter."
39,1984-02,102.6,13.2325,7.8,254.3865,5568.2,2403.5,11.7,2022-05,Puerto Rico,5,0,5,Police discovered five people shot to death at a public housing complex in the Caimito barrio.
40,1984-03,102.9,13.386,7.8,251.25,5605.1,2431.6,11.5,2019-11,California,0,6,6,Six people were wounded at a warehouse party after an argument escalated and the perpetrator opened fire.
40,1984-03,102.9,13.386,7.8,251.25,5605.1,2431.6,11.5,2018-01,Minnesota,0,5,5,An argument evolved into a shooting that left five people wounded.
40,1984-03,102.9,13.386,7.8,251.25,5605.1,2431.6,11.5,2020-11,Illinois,0,6,6,Six people were wounded in an early morning shooting in Gresham on the South Side after a man opened fire on them from the sidewalk.
40,1984-03,102.9,13.386,7.8,251.25,5605.1,2431.6,11.5,2021-11,Georgia,4,2,6,Responding officers to a domestic incident were shot at by the suspect. The suspect had killed two women and wounded a child previously. An officer and the suspect were killed and another officer was wounded.
40,1984-03,102.9,13.386,7.8,251.25,5605.1,2431.6,11.5,2022-05,Alabama,4,0,4,A man fatally shot his two teenage daughters and his wife before shooting himself.
41,1984-04,103.3,13.6525,7.7,245.207,5643.8,2457.5,11.5,2019-11,Louisiana,2,2,4,Two people were killed and two others injured in an early morning shooting at a club.
41,1984-04,103.3,13.6525,7.7,245.207,5643.8,2457.5,11.5,2018-01,Missouri,2,2,4,Two men were killed and two other people were wounded in a shooting at a home.
41,1984-04,103.3,13.6525,7.7,245.207,5643.8,2457.5,11.5,2020-11,Arizona,1,4,5,A woman was killed and three adults and a teenager were wounded at an illegal warehouse party.
41,1984-04,103.3,13.6525,7.7,245.207,5643.8,2457.5,11.5,2021-11,Maryland,0,7,7,Responding police found six adults and a teenager wounded in East Baltimore.
41,1984-04,103.3,13.6525,7.7,245.207,5643.8,2457.5,11.5,2022-05,Washington,0,4,4,A drive-by shooting in the South End area left four wounded.
42,1984-05,103.5,13.9425,7.4,245.2431818181818,5652.5,2474.5,11.1,2019-11,Alabama,1,4,5,One person was killed and four others injured in a drive-by shooting after being made to leave a club following an argument.
42,1984-05,103.5,13.9425,7.4,245.2431818181818,5652.5,2474.5,11.1,2018-10,Michigan,1,3,4,A fifteen-year-old boy was killed and three other people were wounded in a shooting at a home after a robbery.
42,1984-05,103.5,13.9425,7.4,245.2431818181818,5652.5,2474.5,11.1,2020-11,Nebraska,2,2,4,Two people were killed and two others wounded at a Sonic Drive-In after police responded to a call of a bomb inside a truck. A suspect has been arrested.
42,1984-05,103.5,13.9425,7.4,245.2431818181818,5652.5,2474.5,11.1,2021-11,Illinois,1,4,5,A teenager was killed and four others wounded at a gas station.
42,1984-05,103.5,13.9425,7.4,245.2431818181818,5652.5,2474.5,11.1,2022-05,Indiana,2,3,5,"A shooting occurred at a home, leaving two people dead and three injured."
43,1984-06,103.7,14.416,7.2,238.51619047619047,5690.2,2495.6,11.1,2019-11,Louisiana,1,6,7,One person was killed and six injured after an argument at a club escalated and the perpetrator began to fire randomly.
43,1984-06,103.7,14.416,7.2,238.51619047619047,5690.2,2495.6,11.1,2018-10,California,2,3,5,Two people were killed and three others were wounded in a shooting.
43,1984-06,103.7,14.416,7.2,238.51619047619047,5690.2,2495.6,11.1,2020-11,Michigan,3,1,4,"A family of four, a husband and wife and their two adult sons, were shot in their home. The husband is in critical condition at a local hospital. A recently discharged gun was found at the scene and police do not believe there is a suspect at large."
43,1984-06,103.7,14.416,7.2,238.51619047619047,5690.2,2495.6,11.1,2021-11,California,5,0,5,A man killed his four children and his mother in law in their home. He turned himself in to police an hour later and was charged with five counts of murder.
